OBJECTID,ACTIVITY,VERSION,YEAR,ALL_OPER_UNITS,OPER_UNIT_GROUP,OPERATING_UNIT,OPERATING_UNIT_DESCRIPTION,ALL_DEPTS,DEPARTMENT_OP_UNIT,DEPARTMENT_DIVISION,DEPTID,DEPARTMENT_DESCRIPTION,ALL_FUNDS,FUND_GROUP,FUND_SUMMARY,FUND,FUND_DESCRIPTION,ALL_ACCOUNTS,NET,EXPREV,OJBECT_CLASS,ACCOUNT_CATEGORY,ACCOUNT,ACCOUNT_DESCRIPTION,BUDGET_AMOUNT
12766,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Office of the Director - DOU,D_14001071,Government Affairs - Utilities,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Objects,E_481150,Memberships Licenses and Dues,300000
12767,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Office of the Director - DOU,D_14001071,Government Affairs - Utilities,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,City Property,Property Accounts,E_474410,Computer Equipment,4289
12768,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Office of the Director - DOU,D_14001071,Government Affairs - Utilities,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-297432
12769,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Office of the Director - DOU,D_14001071,Government Affairs - Utilities,Fund Total,Enterprise Funds,Storm Drainage,F_6011,Storm Drainage Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,148716
12770,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,City Property,Property Accounts,E_474310,Furniture And Fixture,2853
12771,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,City Property,Property Accounts,E_474410,Computer Equipment,9303
12772,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Transfers,Transfers 1,E_419010,Cost Reimb-Emp Svces-Credit,-94000
12773,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund SerProvided,E_501010,Central Services Mail Charges,391
12774,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-23550
12775,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-99000
12776,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,-5827
12777,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502110,CIP Indirect Cost - Credit,-8741
12778,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Wastewater,F_6006,Wastewater Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,33171
12779,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Revenues,"Charges, Fees, and Services","Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,110638
12780,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Salaries,E_411010,Regular Hours,2945960
12781,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Earnings,E_412010,Overtime,31229
12782,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Earnings,E_412070,Out Of Class,7443
12783,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Storm Drainage,F_6011,Storm Drainage Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,1000
12784,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Storm Drainage,F_6011,Storm Drainage Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,29000
12785,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Wastewater,F_6006,Wastewater Fund,All Account,Net Amount (Revenue less Expense),Expenses,Transfers,Transfers 1,E_419020,Cost Reimb-Emp Svces-Chrg,45000
12786,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund,Fund Total,General Funds,F_1001,General Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,54000
12787,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Storm Drainage,F_6011,Storm Drainage Fund,All Account,Net Amount (Revenue less Expense),Expenses,Transfers,Transfers 1,E_419020,Cost Reimb-Emp Svces-Chrg,49000
12788,AdjAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413260,Educational Assistance,1500
12789,AdjAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413300,Clothing and Uniforms,1650
12790,AdjAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Labor Adjustments,E_810040,Base Labor Reduction,-45697
12791,AdjAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Purchased Services,E_453010,Telephone,200
12792,AdjAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Other Purchased Services,E_453020,Cellular Telephone,500
12793,AdjAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Service & Supply Adjustments,E_890040,Base Budget Increase,600
12794,OffBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Wastewater,F_6006,Wastewater Fund,All Account,Net Amount (Revenue less Expense),Expenses,Transfers,Transfers 1,E_419020,Cost Reimb-Emp Svces-Chrg,-34000
12795,OffBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Transfers,Transfers 1,E_419010,Cost Reimb-Emp Svces-Credit,34000
12796,OffBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,4134
12797,OffBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502110,CIP Indirect Cost - Credit,6223
12798,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Earnings,E_412050,Night Shift,20000
12799,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Earnings,E_412060,On Call,20000
12800,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Other Governmental Funds,Other Governmental Funds,F_2603,Golf Fund,All Account,Net Amount (Revenue less Expense),Expenses,Labor and Supply Offset,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,5379
12801,NetZeroAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Property Services,E_444020,Rental Of Equipment,-640000
12802,NetZeroAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,General Supplies,E_461220,General Supply,-6405
12803,CentBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,29653
12804,CentBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Purchased Property Services,E_444030,Rental Of Vehicles,643
12805,CentBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Other Services and Supplies,Energy and Fuel,E_462020,Fuel,19154
12806,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413130,Longevity,2300
12807,BaseBudAct,Stage 2,FY16,Total Entity,Operating Offices,OU_14000,Utilities,Current Departments,Utility Departments,Operations & Maintenance Division,D_14001111,Water Production Operations,Fund Total,Enterprise Funds,Water,F_6005,Water Fund,All Account,Net Amount (Revenue less Expense),Expenses,Employee Services,Employee Benefits,E_413150,Insurance Contribution,402986
